ShipComponentJobLinkId,vesselname,ShipComponentName,ShipComponentCode,JobCode,JobName,FrequencyType,Frequency,AlternateFrequencyType,AlternateFrequency,Responsibility
168597,San Barth,Deck Crane,19.100.014-001,19.100.014-001-J001,Cargo Crane 1M Inspection,Monthly,1,Na,,Electrical Officer
168598,San Barth,Deck Crane,19.100.014-001,19.100.014-001-J002,Cargo Crane 3M Inspection,Monthly,3,Na,,Second Engineer
168602,San Barth,Engine Room Overhead Crane,19.100.005-001,19.100.005-001-J005,Er Overhead Crane Limits Test,Monthly,1,Na,,Electrical Officer
168606,San Barth,Provision Crane #1,19.100.012-001,19.100.012-001-J008,Provision Crane Monthly Inspection,Monthly,1,Na,,Electrical Officer
168607,San Barth,Provision Crane #1,19.100.012-001,19.100.012-001-J009,Provision Crane Loads Test,Monthly,60,Na,,Electrical Officer
168632,San Barth,Mooring Winch #1,16.100.001-001,16.100.001-001-J011,Mooring Winch Shaft Bushes Inspection/ Windlass Shaft Bushes Inspection,Monthly,6,Na,,Second Engineer
168633,San Barth,Mooring Winch #1,16.100.001-001,16.100.001-001-J012,Tails Of Wire Lines Renewal,Monthly,18,Na,,Chief Officer
168697,San Barth,9L Portable Foam Fire Extinguisher,11.100.001.013-001,11.100.001.013-001-J005,Portable Fire Extinguishers - Annual Inspection ,Monthly,12,NA,,Third Officer
168698,San Barth,9L Portable Foam Fire Extinguisher,11.100.001.013-001,11.100.001.013-001-J006,Portable Fire Extinguisher Hydraulic Pressure Testing,Yearly,4,NA,,Third Officer
168721,San Barth,Lifeboat (S),11.001.004-001,11.001.004-001-J004,Lifeboats Fittings 3 Monthly Inspection,Monthly,3,Na,,Third Officer
168723,San Barth,Life Boat Engine,11.001.004.001-001,11.001.004.001-001-J007,Lifeboats Engine 3 Monthly Inspection,Monthly,3,Na,,Fourth Engineer
168724,San Barth,Lifeboat (S),11.001.004-001,11.001.004-001-J006,Lifeboats Boats Fittings Monthly Inspection,Monthly,1,Na,,Third Officer
168725,San Barth,Lifeboat (S),11.001.004-001,11.001.004-001-J007,Lifeboat Propeller Shaft Gear Box Oil Renewal,Monthly,12,Na,,Fourth Engineer
168726,San Barth,Life Boat Davit And Winch (S),11.001.004.002-001,11.001.004.002-001-J001,Lifeboats Davit Weekly Inspection,Weekly,1,Na,,Third Officer
168727,San Barth,Lifeboat (S),11.001.004-001,11.001.004-001-J008,Lifeboat Sprinkler System Check,Monthly,3,Na,,Second Engineer
168728,San Barth,Inert Gas Deck Water Seal #1,15.200.040.004-001,15.200.040.004-001-J003,Inert Gas Deck Seal Internals Inspection,Monthly,12,Na,,Second Engineer
168730,San Barth,Inert Gas System,15.200.040-001,15.200.040-001-J007,Inert Gas System 6M Inspection,Monthly,6,Na,,Second Engineer
168731,San Barth,Inert Gas Blower #1,15.200.040.009-001,15.200.040.009-001-J002,Inert Gas I.G Fan Bearings Greasing,Monthly,1,Na,,Second Engineer
168732,San Barth,Inert Gas Blower #1,15.200.040.009-001,15.200.040.009-001-J003,Inert Gas I.G Fan Complete Overhaul,Monthly,30,Na,,Chief Engineer
168735,San Barth,Inert Gas System,15.200.040-001,15.200.040-001-J008,Inert Gas System & Valves Weekly Inspection,Weekly,1,Na,,Second Engineer
168736,San Barth,Inert Gas System,15.200.040-001,15.200.040-001-J009,Inert Gas System Deck Line Isolating Valve Inspection,Monthly,1,Na,,Second Engineer
168737,San Barth,Inert Gas System,15.200.040-001,15.200.040-001-J010,Inert Gas Pressure Regulating Valve Inspection,Monthly,1,Na,,Chief Engineer
168738,San Barth,Inert Gas System,15.200.040-001,15.200.040-001-J011,Inert Gas O2 Analyser Dust Filter And Probe Inspection,Monthly,1,Na,,Chief Engineer
168739,San Barth,Inert Gas Pv Breaker,15.200.040.011-001,15.200.040.011-001-J002,Inert Gas P/V Breaker Fluid Inspection,Monthly,1,Na,,Chief Officer
168740,San Barth,Inert Gas Pv Breaker,15.200.040.011-001,15.200.040.011-001-J003,Inert Gas Remote Valves Inspection,Monthly,1,Na,,Electrical Officer
168741,San Barth,Inert Gas Scrubber,15.200.040.001-001,15.200.040.001-001-J001,Inert Gas Scrubber Inspection,Monthly,6,Na,,Second Engineer
168742,San Barth,Inert Gas System,15.200.040-001,15.200.040-001-J012,Inert Gas Vent Riser Flame Screen Inspection,Monthly,3,Na,,Second Engineer
168743,San Barth,Inert Gas System,15.200.040-001,15.200.040-001-J013,Inert Gas Vent Riser Stop Valve Inspection,Monthly,1,Na,,Second Engineer
168744,San Barth,Inert Gas Blower #1,15.200.040.009-001,15.200.040.009-001-J004,Inert Gas Inert Gas Fans Inspection,Monthly,6,Na,,Chief Engineer
168746,San Barth,Emergency Shutdown System,11.100.024-001,11.100.024-001-J001,Emrg. Shutdown Device 1M Routines ,Monthly,1,Na,,Electrical Officer
168747,San Barth,Emergency Shutdown System,11.100.024-001,11.100.024-001-J002,Emrg. Shutdown Device Gauges Calibration,Monthly,6,Na,,Electrical Officer
168748,San Barth,Emergency Shutdown System,11.100.024-001,11.100.024-001-J003,Emrg. Shutdown Device Valve Checks,Monthly,12,Na,,Electrical Officer
168749,San Barth,Press Vacuum Valve #01,15.100.004-001,15.100.004-001-J003,Cargo Tank Pv Valve Function Test,Monthly,1,Na,,Chief Officer
168761,San Barth,Press Vacuum Valve #01,15.100.004-001,15.100.004-001-J004,Cargo Tank Pv Valve 6M Checks,Monthly,6,Na,,Chief Officer
168773,San Barth,Fixed Deck Foam Fire Fighting System,11.100.002.001-001,11.100.002.001-001-J004,Fixed Foam Monthly Testing And Inspections,Monthly,1,Na,,Second Engineer
168774,San Barth,Fixed Deck Foam Fire Fighting System,11.100.002.001-001,11.100.002.001-001-J005,Fixed Foam System Quarterly Testing And Inspections,Monthly,3,NA,,Chief Officer
168777,San Barth,Fixed Deck Foam Fire Fighting System,11.100.002.001-001,11.100.002.001-001-J008,Deck Foam Monthly Testing And Inspections,Monthly,1,Na,,Second Engineer
168782,San Barth,Life Boat Davit And Winch (S),11.001.004.002-001,11.001.004.002-001-J002,Lifeboat Davit Weekly Checks,Weekly,1,Na,,Third Officer
168783,San Barth,Life Boat Davit And Winch (S),11.001.004.002-001,11.001.004.002-001-J003,Lifeboat Davit Boat Fall Reversal,Monthly,30,Na,,Third Officer
168784,San Barth,Life Boat Davit And Winch (S),11.001.004.002-001,11.001.004.002-001-J004,Lifeboats Davit & Winch 5 Yearly Inspection,Monthly,60,Na,,Third Officer
168785,San Barth,Life Boat Davit And Winch (S),11.001.004.002-001,11.001.004.002-001-J005,Lifeboat Davit Limit Test,Monthly,1,Na,,Electrical Officer
168786,San Barth,Life Boat Davit And Winch (S),11.001.004.002-001,11.001.004.002-001-J006,Lifeboat Davit & Winch Shore Inspection,Monthly,60,Na,,Chief Officer
168787,San Barth,Life Boat Davit And Winch (S),11.001.004.002-001,11.001.004.002-001-J007,Lifeboats Davit Monthly Inspection,Monthly,1,Na,,Third Officer
168788,San Barth,Life Boat Davit And Winch (S),11.001.004.002-001,11.001.004.002-001-J008,Lifeboats Davit 6 Monthly Inspection,Monthly,6,Na,,Second Engineer
168789,San Barth,Life Boat Davit And Winch (S),11.001.004.002-001,11.001.004.002-001-J009,Lifeboat Davit Winch  Gear Oil Level Check,Monthly,1,Na,,Fourth Engineer
168790,San Barth,Life Boat Davit And Winch (S),11.001.004.002-001,11.001.004.002-001-J010,Lifeboats Davit & Winch 1 Yearly Inspection,Monthly,12,Na,,Second Engineer
168793,San Barth,Life Boat Davit And Winch (S),11.001.004.002-001,11.001.004.002-001-J011,Lifeboats Davit Limit & Safety Switches Routines,Monthly,3,NA,,Electrical Officer
168811,San Barth,Gas Detection System,11.100.009-001,11.100.009-001-J002,Gas Detectors Calibration,Monthly,1,Na,,Chief Officer
168828,San Barth,Gyro Repeater Compass ,12.001.004.003-001,12.001.004.003-001-J003,Gyro Compass Repeaters Checks,Monthly,1,Na,,Second Officer
168829,San Barth,Echo Sounder,12.001.010-001,12.001.010-001-J004,Echo Sounder Recorder Stylus Inspection,Monthly,3,Na,,Electrical Officer
168835,San Barth,Air Horn,12.001.053-001,12.001.053-001-J001,Air Horn - Cord Operation Test,Monthly,1,Na,,Second Officer
168836,San Barth,Air Horn,12.001.053-001,12.001.053-001-J002,Air Horn Inspection,Monthly,3,Na,,Electrical Officer
168838,San Barth,Electric Whistle,12.001.061-001,12.001.061-001-J001,Electric Whistle Inspection,Monthly,3,Na,,Electrical Officer
168839,San Barth,Electric Whistle,12.001.061-001,12.001.061-001-J002,Electric Whistle Overhaul,Monthly,24,Na,,Electrical Officer
168845,San Barth,Galley Eq. And Mess Facilities,21.100.007-001,21.100.007-001-J001,Galley Equipment's 2W Checks,Weekly,2,Na,,Second Engineer
168899,San Barth,Fire Damper Machinery Spaces,11.100.013.017-001,11.100.013.017-001-J005,Ventilation And Fire Damper - Quarterly Test And Inspection,Monthly,3,NA,,Third Officer
168914,San Barth,Gas Detection System,11.100.009-001,11.100.009-001-J006,Gas Detection System – Inspect And Replace Membrane ,Monthly,12,NA,,Chief Officer
169002,San Barth,Life/ Rescue Boat (P),11.001.005-001,11.001.005-001-J002,Lifeboats/Rescue Boat Fittings 3 Monthly Inspection,Monthly,3,Na,,Third Officer
169003,San Barth,Life/ Rescue Boat (P),11.001.005-001,11.001.005-001-J007,Lifeboats/Rescue Boat - Embarkation Lights/Alarms/Trips - Test,Weekly,1,Na,,Electrical Officer
169004,San Barth,Life Boat/Rescue Boat Engine,11.001.005.001-001,11.001.005.001-001-J007,Lifeboats/Rescue Boat Engine Annual Inspection,Monthly,12,Na,,Fourth Engineer
169005,San Barth,Life Boat/Rescue Boat Engine,11.001.005.001-001,11.001.005.001-001-J008,Lifeboats/Rescue Boat Engine 3 Monthly Inspection,Monthly,3,Na,,Fourth Engineer
169006,San Barth,Life Boat/Rescue Boat Engine,11.001.005.001-001,11.001.005.001-001-J009,Lifeboats/Rescue Boat Engine Weekly Inspection,Weekly,1,Na,,Fourth Engineer
169007,San Barth,Life/ Rescue Boat (P),11.001.005-001,11.001.005-001-J008,Lifeboats/Rescue Boat Fittings Monthly Inspection,Monthly,1,Na,,Third Officer
169008,San Barth,Life/ Rescue Boat (P),11.001.005-001,11.001.005-001-J005,Lifeboats/Rescue Boat Propeller Shaft Gear Box Oil Renewal,Monthly,12,Na,,Fourth Engineer
169009,San Barth,Life Boat/Rescue Boat Davit And Winch (P),11.001.005.002-001,11.001.005.002-001-J001,Lifeboats/Rescue Boat Davit Weekly Inspection,Weekly,1,Na,,Third Officer
169010,San Barth,Life/ Rescue Boat (P),11.001.005-001,11.001.005-001-J006,Lifeboats/Rescue Boat Sprinkler System Check,Monthly,3,Na,,Second Engineer
169011,San Barth,Life Boat/Rescue Boat Davit And Winch (P),11.001.005.002-001,11.001.005.002-001-J002,Lifeboats/Rescue Boat Davit Weekly Checks,Weekly,1,Na,,Third Officer
169012,San Barth,Life Boat/Rescue Boat Davit And Winch (P),11.001.005.002-001,11.001.005.002-001-J003,Lifeboats/Rescue Boat Davit Boat Fall Reversal,Monthly,30,Na,,Third Officer
169013,San Barth,Life Boat/Rescue Boat Davit And Winch (P),11.001.005.002-001,11.001.005.002-001-J004,Lifeboats/Rescue Boat Davit & Winch 5 Yearly Inspection,Monthly,60,Na,,Third Officer
169014,San Barth,Life Boat/Rescue Boat Davit And Winch (P),11.001.005.002-001,11.001.005.002-001-J005,Lifeboats/Rescue Boat Davit Limt Test,Monthly,1,Na,,Electrical Officer
169015,San Barth,Life Boat/Rescue Boat Davit And Winch (P),11.001.005.002-001,11.001.005.002-001-J006,Lifeboats/Rescue Boat Davit & Winch Shore Inspection,Monthly,60,Na,,Chief Officer
169016,San Barth,Life Boat/Rescue Boat Davit And Winch (P),11.001.005.002-001,11.001.005.002-001-J007,Lifeboats/Rescue Boat Davit Monthly Inspection,Monthly,1,Na,,Third Officer
169017,San Barth,Life Boat/Rescue Boat Davit And Winch (P),11.001.005.002-001,11.001.005.002-001-J008,Lifeboats/Rescue Boat Davit 6 Monthly Inspection,Monthly,6,Na,,Second Engineer
169018,San Barth,Life Boat/Rescue Boat Davit And Winch (P),11.001.005.002-001,11.001.005.002-001-J009,Lifeboats/Rescue Boat Davit Winch  Gear Oil Level Check,Monthly,1,Na,,Fourth Engineer
169019,San Barth,Life Boat/Rescue Boat Davit And Winch (P),11.001.005.002-001,11.001.005.002-001-J010,Lifeboats/Rescue Boat Davit & Winch 1 Yearly Inspection,Monthly,12,Na,,Second Engineer
169020,San Barth,Life Boat/Rescue Boat Davit And Winch (P),11.001.005.002-001,11.001.005.002-001-J011,Lifeboats/Rescue Boat Davit Limit & Safety Switches Routines,Monthly,3,NA,,Electrical Officer
169040,San Barth,Alternator,2.001.001.039-001,2.001.001.039-001-J007,Auxiliary Engine Alternator Bearing Oil Renew,,0,Hourly,2000,Electrical Officer
169041,San Barth,Alternator,2.001.001.039-001,2.001.001.039-001-J008,Auxiliary Engine Alternator Insulation Checks,,0,Hourly,500,Electrical Officer
169042,San Barth,Alternator,2.001.001.039-001,2.001.001.039-001-J009,Auxiliary Engine Alternator Windings Clean,Monthly,12,,0,Electrical Officer
169051,San Barth,Auxiliary Boiler Force Draft Fan,10.100.001.010-001,10.100.001.010-001-J001,Aux. Boiler Forced Draft Fan Overhaul,Monthly,30,,0,Electrical Officer
169052,San Barth,Auxiliary Boiler Flame Eye,10.100.001.017-001,10.100.001.017-001-J001,Aux. Boiler Photo Cell Clean,Monthly,1,,0,Electrical Officer
169053,San Barth,Composite Exhaust Gas/Oil-Fired Boiler,10.100.002-001,10.100.002-001-J013,Composite Boiler Forced Draft Fan Overhaul,Monthly,30,,0,Electrical Officer
169054,San Barth,Composite Exhaust Gas/Oil-Fired Boiler,10.100.002-001,10.100.002-001-J014,Composite Boiler Photo Cell Clean,Monthly,1,,0,Electrical Officer
169071,San Barth,Light Fixtures,12.001.041.001-001,12.001.041.001-001-J002,Deadlights Weathertightness Inspect,Monthly,1,Na,,Chief Officer
169072,San Barth,Shaft Power Meter,1.400.001.020-001,1.400.001.020-001-J001,Shaft Torsionmeter Calibration,Monthly,60,Na,,Chief Engineer
579,Sherlock,Alternator,2.001.001.039-001,2.001.001.039-001-J014,Bearing And Oil Ring - 48 Monthly Inspection.,Monthly,48,,0,Third Engineer
919,Sherlock,Main Engine & Aux Engine Fuel Oil Supply Pump #1,5.200.001-001,5.200.001-001-J003,Overhaul,Monthly,36,,,Second Engineer
1014,Sherlock,Wheel House A.C. Cooling Boost Pump,8.100.007-001,8.100.007-001-J001,Centrifugal Pump (S.W) - Cooling Sea Water System - Check Operation,Monthly,1,,0,Second Engineer
1395,Sherlock,Mooring Winch #1,16.100.001-001,16.100.001-001-J002,Clean The Filter,Monthly,1,,,Second Engineer
1490,Sherlock,Motor,14.200.002.001-001,14.200.002.001-001-J002,Check Coupling And V-Belt Drive,Monthly,1,,0,Electrical Officer
1886,Sherlock,Bnwas Unit,12.001.023-001,12.001.023-001-J001,Check Function And Condition Of Bnwas,Weekly,1,,,Second Officer
1890,Sherlock,Rudder Angle Indicator #1,12.001.027-001,12.001.027-001-J001,"Check Rudder Angle Indicator, Propeller Rpm - 1 Month",Monthly,1,,,Second Officer
1892,Sherlock,Marine Master Clock System,12.001.029-001,12.001.029-001-J001,Visual Inspection Of Marine Master Clock,Monthly,3,,,Second Officer
1911,Sherlock,Navtex Receiver,12.300.002-001,12.300.002-001-J002,Navtex - Self-Diagnostic Test,Monthly,3,,,Second Officer
1912,Sherlock,Navtex Receiver,12.300.002-001,12.300.002-001-J003,Navtex Annual Service And Test,Monthly,12,,,Second Officer
1913,Sherlock,Navtex Receiver,12.300.002-001,12.300.002-001-J004,Navtex Replace Battery And Fuse,Monthly,60,,,Second Officer
1947,Sherlock,Deck Water Seal,15.200.040.004-001,15.200.040.004-001-J001,Deck Water Seal Level Regulators Inspection,Monthly,3,,,Second Engineer
2236,Sherlock,Emergency Generator,2.500.001-001,2.500.001-001-J010,Emergency Generator Spring Starter Test,Weekly,1,,0,Electrical Officer
69878,Sherlock,Emergency Generator,2.500.001-001,2.500.001-001-J017,Emergency Generator Load Test,Monthly,1,,,Chief Engineer
69924,Sherlock,Quick Closing Valves,11.100.011-001,11.100.011-001-J002,Quick Closing Valves - Check Operation Inspection And Check,Monthly,3,,,Chief Engineer
98426,Sherlock,Waste And Sludge Incinerator,13.200.002-001,13.200.002-001-J003,Tryout Waste And Sludge Incinerator Alarm,Monthly,3,,,Electrical Officer
98427,Sherlock,Auxiliary Boiler,10.100.001-001,10.100.001-001-J008,Tryout Auxiliary Boiler Safety Trips & Alarms,Monthly,3,,,Electrical Officer
99306,Sherlock,Deck Air Compressor,9.100.004-001,9.100.004-001-J013,Check Emergency Air Compressor Operation Weekly,Weekly,1,,,Fourth Engineer
169455,Spas Tiga,Auxiliary Pump Space Bilge Alarms,20.100.023.015-001,20.100.023.015-001-J001,Cofferdam Alarm Test,Monthly,1,,0,Second Engineer
73574,St Lady Meenah,Main Engine #1,1.001.001-001,1.001.001-001-J001,Check Main Engine Lubricating Oil Laboratory Analysis,,,Hourly,3000,Chief Engineer
73575,St Lady Meenah,Main Engine #1,1.001.001-001,1.001.001-001-J002,Check Main Engine Pre Tension Foundation Bolts,,,Hourly,1500,Chief Engineer
73576,St Lady Meenah,Engine Bedplate And Frame,1.001.001.054-001,1.001.001.054-001-J001,Check Main Engine Bedplate Metal Chocks,,,Hourly,8000,Chief Engineer
73577,St Lady Meenah,Engine Bedplate And Frame,1.001.001.054-001,1.001.001.054-001-J002,Check Main Engine Bedplate Synthetic Chocks,,,Hourly,3000,Chief Engineer
73578,St Lady Meenah,Main Bearing,1.001.001.015-001,1.001.001.015-001-J001,Cehck Main Engine Crankshaft Main Bearing Thrust Bolts,,,Hourly,20000,Chief Engineer
73586,St Lady Meenah,Main Bearing,1.001.001.015-001,1.001.001.015-001-J002,Inspect Crankshaft Main Bearing,,,Hourly,40000,Chief Engineer
73595,St Lady Meenah,Thrust Bearing,1.001.001.031-001,1.001.001.031-001-J002,Inspect Main Engine Thrust Bearing Pads,,,Hourly,40000,Chief Engineer
73596,St Lady Meenah,Main Engine Tie Rod,1.001.001.055-001,1.001.001.055-001-J001,Check Main Engine Tie Rod Pre Tension,Yearly,4,,,Chief Engineer
73597,St Lady Meenah,Cylinder Liner,1.001.001.002-001,1.001.001.002-001-J001,Overhaul & Replace Main Engine Cylinder Liners,,,Hourly,40000,Chief Engineer
73604,St Lady Meenah,Main Engine Alpha Lubricator,1.001.001.090-001,1.001.001.090-001-J001,Check Main Engine Lubricating Quil And Accumulator,,,Hourly,40000,Chief Engineer
73605,St Lady Meenah,Piston Gland Box,1.001.001.004-001,1.001.001.004-001-J001,Check Main Engine Piston Rod Gland,,,Hourly,40000,Chief Engineer
73611,St Lady Meenah,Cylinder Cover,1.001.001.001-001,1.001.001.001-001-J001,Check Main Engine Cylinder Head,,,Hourly,40000,Chief Engineer
73624,St Lady Meenah,Fuel Injector,1.001.001.005-001,1.001.001.005-001-J002,Check Main Engine Fuel Injection Valve Spary Pressure,,,Hourly,3000,Chief Engineer
73642,St Lady Meenah,Cylinder Cover,1.001.001.001-001,1.001.001.001-001-J002,Check & Overhaul Main Engine Cylinder Head Relief Valve,,,Hourly,8000,Chief Engineer
73657,St Lady Meenah,Axial Detuner Monitoring,1.001.001.028-001,1.001.001.028-001-J001,Dismantle And Assembly Main Engine Axial Detuner,,,Hourly,40000,Chief Engineer
73659,St Lady Meenah,Turning Gear,1.001.001.030-001,1.001.001.030-001-J002,Check Main Engine Turnin Gear Oil Condition,,,Hourly,20000,Chief Engineer
73660,St Lady Meenah,Piston & Rod,1.001.001.003-001,1.001.001.003-001-J001,Check Main Engine Connecting Rod Bearing Clearance,,,Hourly,8000,Chief Engineer
73667,St Lady Meenah,Piston & Rod,1.001.001.003-001,1.001.001.003-001-J002,Inspect Main Engine Connecting Rod Bottom End Bearing,,,Hourly,20000,Chief Engineer
73674,St Lady Meenah,Crosshead/Guide Shoe & Bearing,1.001.001.014-001,1.001.001.014-001-J001,Check Main Engine Guide Shoe Crosshead Pin,,,Hourly,3000,Chief Engineer
73681,St Lady Meenah,Piston & Rod,1.001.001.003-001,1.001.001.003-001-J003,Clean & Measure Main Engine Piston Ring Grooves,,,Hourly,8000,Chief Engineer
73688,St Lady Meenah,Piston & Rod,1.001.001.003-001,1.001.001.003-001-J004,Check Main Engine Piston Tighten Of Oil Pump,,,Hourly,40000,Chief Engineer
73695,St Lady Meenah,Piston & Rod,1.001.001.003-001,1.001.001.003-001-J005,Check Main Engine Piston Scavenge Ports,,,Hourly,3000,Chief Engineer
73702,St Lady Meenah,Crank Shaft,1.001.001.025-001,1.001.001.025-001-J002,Check Main Engine Camshaft Drive Gear Train,,,Hourly,3000,Chief Engineer
73703,St Lady Meenah,Crank Shaft,1.001.001.025-001,1.001.001.025-001-J003,Check Main Engine Camshaft Drive Gear Train Tooth & Intermediate Gear Wheel,,,Hourly,8000,Chief Engineer
